GCA_000251025.1 Salmonella_enterica
GCA_011065405.1 Succinivibrio_dextrinosolvens_A
GCA_002993365.1 Alteromonas_A_[sp002335925,sp002691625,alba,oceani]
GCA_005845155.1 Lachnoclostridium_B_sp000765215
GCA_000183505.2 Veillonella_rogosae
GCA_003042065.1 Staphylococcus_hyicus
GCA_001495195.1 Enterococcus_B_thailandicus
GCA_000433675.1 CAG-433_sp000433675
GCA_900540745.1 Prevotella_hominis
GCA_000299965.1 Cycloclasticus_pugetii
GCA_017348895.1 Clostridium_gasigenes
GCA_012583295.1 Raphidiopsis_brookii
GCA_009394735.1 Brevundimonas_aurantiaca
GCA_018815245.1 Limnobacter_s__specI_v4_01739
GCA_000016345.1 Polynucleobacter_asymbioticus
GCA_905478715.1 ASP10-02a_sp002335115
GCA_900111805.1 Rhodococcus_C_kroppenstedtii
GCA_018434445.1 UBA1062_sp001896555
GCA_014883935.1 Cytobacillus_oceanisediminis_B
GCA_004000945.1 Paenibacillus_[sp001860525,sp002573715,lautus]
GCA_000758545.1 Paenibacillus_[sp000758545,sp000758585,sp002264395,etheri]
GCA_001952045.1 Bartonella_apis
GCA_000477995.1 Corynebacterium_kefirresidentii
GCA_018368335.1 Merdimonas_faecis
GCA_017856665.1 UBA954_sp002293155
GCA_017852225.1 Casp-actino8_sp009923785
GCA_008868175.1 Micromonospora_[chaiyaphumensis,chersina,fulviviridis,sp008868175]
GCA_002846575.1 Flavobacterium_lindanitolerans
GCA_002780165.1 CG2-30-70-394_sp001873295
GCA_015554845.1 Alistipes_senegalensis
GCA_000235645.2 Staphylococcus_simiae
GCA_017303055.1 Halomonas_s__specI_v4_01757
GCA_903871465.1 Methanothrix_sp903871465
GCA_000156595.1 Corynebacterium_glucuronolyticum
GCA_001803165.1 XYB12-FULL-38-5_sp001803165
GCA_014205215.1 Actinoplanes_campanulatus
GCA_016705125.1 g__specI_v4_01762_s__specI_v4_01762
GCA_016720345.1 Thermomonas_s__specI_v4_01763
GCA_016721925.1 JAABQG01_s__specI_v4_01764
GCA_016720425.1 CAIWHR01_s__specI_v4_01765
GCA_016719395.1 FeB-14_s__specI_v4_01766
GCA_016704425.1 g__specI_v4_01767_s__specI_v4_01767
GCA_016707005.1 UBA10438_sp002426145
GCA_001768475.1 GWE2-40-63_sp003512955
GCA_008642335.1 Streptomyces_venezuelae_B
GCA_017541745.1 Treponema_D_sp002373205
GCA_009931455.1 Cobetia_marina
GCA_000027085.1 Citrobacter_A_rodentium
GCA_000442535.1 Paenibacillus_B_sp001894745
GCA_000011905.1 Dehalococcoides_mccartyi
GCA_001663655.1 Loigolactobacillus_backii
GCA_014223685.1 Listeria_sp014223685
GCA_000735365.1 Kluyvera_ascorbata
GCA_004000885.1 Paenibacillus_glucanolyticus
GCA_003387675.1 Aeribacillus_composti
GCA_002973515.1 Methanohalophilus_euhalobius
GCA_007570865.1 Atlantibacter_subterranea
GCA_003148985.1 Fibrobacter_sp900142495
GCA_001591245.1 Moraxella_lacunata
GCA_002364215.1 Aequorivita_sp002364215
GCA_000227565.1 Komagataeibacter_oboediens
GCA_015693905.1 g__specI_v4_01787_s__specI_v4_01787
GCA_900540245.1 CAG-495_sp001917125
GCA_900538915.1 CAG-495_sp000436375
GCA_018382695.1 Blautia_A_caecimuris
GCA_019422765.1 KLE1615_sp900066985
GCA_905200455.1 Acutalibacter_sp900543555
GCA_001552395.1 Corynebacterium_minutissimum
GCA_001405075.1 Turicibacter_sp001543345
GCA_003692845.1 Lactobacillus_apis
GCA_018114805.1 Streptomyces_sp014295035
GCA_009876955.1 Bittarella_massiliensis
GCA_001486665.1 Fournierella_[massiliensis,sp002159185,sp002160145,sp002161595]
GCA_014161385.1 Microbispora_triticiradicis
GCA_000716675.1 Streptomyces_alboflavus
GCA_014076555.1 Pectinatus_frisingensis
GCA_001435325.1 Lactobacillus_intestinalis
GCA_000761075.1 Rhodococcus_B_sp002259335
GCA_001424505.1 Pararhizobium_sp001425605
GCA_003688355.1 Acidovorax_delafieldii
GCA_013033855.1 Ruegeria_s__specI_v4_01806
GCA_013112435.1 Clostridium_G_cochlearium
GCA_002797975.1 Lacrimispora_sphenoides
GCA_000715455.1 Weissella_hellenica_B
GCA_014836885.1 Brevibacterium_luteolum
GCA_003086675.1 Stenotrophomonas_sp003086695
GCA_000220945.1 Amycolatopsis_mediterranei
GCA_000184945.1 Prevotella_buccae
GCA_011772445.1 Hydrogenophaga_sp011772445
GCA_000314935.1 Paraglaciecola_chathamensis
GCA_001050295.1 Listeria_fleischmannii
GCA_000463015.1 Variovorax_paradoxus
GCA_000156395.1 Providencia_rustigianii
GCA_000025305.1 Acidaminococcus_fermentans
GCA_001546855.1 Megasphaera_sp001546855
GCA_000972765.1 IMCC26134_A_sp000972765
GCA_000010045.1 Desulfitobacterium_hafniense
GCA_900105115.1 Pseudomonas_E_mohnii
GCA_001591605.1 Pseudobacillus_badius
GCA_000829315.1 Wolbachia_sp000829315
GCA_902459615.1 Pandoraea_sputorum
GCA_000741695.1 Bifidobacterium_reuteri
GCA_000016605.1 Metallosphaera_sedula
GCA_016101625.1 Lactobacillus_[kullabergensis,sp000760615,kimbladii]
GCA_000981585.1 Paenibacillus_[riograndensis,jilunlii,sonchi]
GCA_002890895.1 Pseudomonas_A_stutzeri_AB
GCA_001717765.1 Marinobacter_salsuginis
GCA_001581075.1 Acetobacter_cerevisiae
GCA_002050325.1 Brocadia_sapporoensis
GCA_009856235.1 Virgibacillus_kapii
GCA_000717725.1 Kitasatospora_[novaecaesareae,sp001905545,sp900199205,xanthocidica]
GCA_000973065.1 Limnospira_fusiformis
GCA_000701945.1 Ruminococcus_flavefaciens_B
GCA_000691285.1 Metamycoplasma_hyosynoviae
GCA_000739775.1 Paraburkholderia_silvatlantica
GCA_000304215.1 Bifidobacterium_asteroides
GCA_003202715.1 Bifidobacterium_asteroides_E
GCA_000340625.1 Microbacterium_maritypicum
GCA_000436015.1 Prevotella_pectinovora
GCA_900545425.1 PeH17_sp000435055
GCA_018380995.1 Parasutterella_sp000980495
GCA_902406095.1 CAG-110_sp900546075
GCA_004556445.1 CAG-349_sp003539515
GCA_001315785.1 Phocaeicola_coprophilus
GCA_900539535.1 Succinivibrio_sp000431835
GCA_905205305.1 Lachnospira_sp900316325
GCA_008679445.1 Veillonella_A_sp000431435
GCA_000771385.1 Bifidobacterium_boum
GCA_001436325.1 Schleiferilactobacillus_harbinensis
GCA_900099795.1 Leifsonia_sp900100265
GCA_003155735.1 Bog-38_sp003162175
GCA_000162915.1 Prevotella_oris
GCA_001019715.1 Rodentibacter_heylii
GCA_903789655.1 Bulleidia_massiliensis_A
GCA_002506995.1 VadinCA11_sp002498365
GCA_000367185.1 Mesomycoplasma_flocculare
GCA_004402355.1 Cryobacterium_levicorallinum
GCA_001282625.1 Fermentimonas_caenicola
GCA_003148495.1 Mesorhizobium_loti
GCA_004016885.1 Mesorhizobium_sp003952385
GCA_004020445.1 Mesorhizobium_sp004020545
GCA_006439555.1 Mesorhizobium_sp006440675
GCA_003968735.1 Flavobacterium_sp003968755
GCA_016406145.1 Pseudomonas_E_putida_E
GCA_003309025.1 Acidithiobacillus_ferridurans
GCA_002893085.1 Chryseobacterium_scophthalmum
GCA_000011085.1 Haloarcula_marismortui
GCA_001708955.1 Thiodiazotropha_endoloripes
GCA_903833835.1 KS41_sp003584875
GCA_001485435.1 Deinococcus_grandis
GCA_003545865.1 Leptospira_yasudae
GCA_000270205.1 Dwaynesavagella_sp000270205
GCA_905208585.1 Anaerotignum_faecicola
GCA_000612125.1 Brevibacillus_agri
GCA_000158195.2 Fusobacterium_A_mortiferum
GCA_000318295.1 Capnocytophaga_endodontalis
GCA_905213075.1 Prevotella_sp003447235
GCA_000012385.1 Rickettsia_bellii
GCA_000177315.1 Prevotella_bivia
GCA_000147695.3 Thermoanaerobacter_ethanolicus
GCA_003201435.1 Paraburkholderia_caballeronis
GCA_004001005.1 Paenibacillus_B_thiaminolyticus
GCA_003234795.1 Curtobacterium_sp003234085
GCA_011603255.1 Pararhizobium_sp003217095
GCA_000720875.1 Streptomyces_[litmocidini,sp900105415,tanashiensis,vietnamensis,sp003386135]
GCA_000765245.1 Blautia_sp001304935
GCA_002906715.1 Pseudomonas_E_sp002843585
GCA_000263595.1 Bifidobacterium_vaginale_C
GCA_009295505.1 Rahnella_chamberiensis_A
GCA_900112855.1 Pseudobutyrivibrio_sp900112855
GCA_016722315.1 Nitrospira_A_sp900170025
GCA_002549975.1 Faecalibacterium_prausnitzii_H
GCA_002295565.1 UBA6502_sp002436415
GCA_902777825.1 Succiniclasticum_sp900316935
GCA_019455125.1 OLB6_sp001567175
GCA_002368015.1 Trichormus_sp000009705
GCA_003105075.1 Comamonas_sp002472915
GCA_004101785.1 Gudongella_oleilytica
GCA_002332425.1 Brachybacterium_alimentarium
GCA_903938815.1 Rubrivivax_sp903938815
GCA_903833255.1 KS41_sp003584895
GCA_903877935.1 CAIUPE01_sp903877935
GCA_903877645.1 Flavipsychrobacter_sp903877645
GCA_903903905.1 SXMI01_sp903873135
GCA_903909815.1 CAIKVZ01_sp903909815
GCA_903898755.1 SYAC01_sp903898755
GCA_903852755.1 SXMI01_sp903852755
GCA_903886275.1 Rhodoferax_sp903886275
GCA_903895595.1 CAIXEA01_sp903895595
GCA_903861115.1 CAINMN01_sp903861115
GCA_903843315.1 Polynucleobacter_sp903843315
GCA_902726595.1 BACL24_sp902728235
GCA_002479025.1 CAG-873_sp002478045
GCA_014855515.1 Euzebyella_marina
GCA_001311745.1 Lentilactobacillus_kefiri
GCA_004000925.1 Paenibacillus_illinoisensis
GCA_000143765.1 Sphingobacterium_spiritivorum
GCA_002250705.1 DSM-21351_sp004362375
GCA_000524055.1 Mycobacterium_pseudokansasii
GCA_900541215.1 CAG-485_[sp002361235,sp900760735,sp900542185]
GCA_905204525.1 UMGS363_[sp900541495,sp900543105,sp900550695]
GCA_000233955.1 Paraprevotella_clara
GCA_000185705.2 Bilophila_wadsworthia
GCA_003481705.1 Agathobaculum_sp003481705
GCA_900467085.1 Rhizobium_sp900468625
GCA_900467445.1 Rhizobium_sp003024605
GCA_002204835.1 Flavobacterium_columnare_C
GCA_902782195.1 RF16_sp900319025
GCA_902768165.1 RF16_sp900316005
GCA_902794785.1 Prevotella_sp900315525
GCA_003443595.1 Phaeobacter_piscinae
GCA_900186125.1 Listeria_goaensis
GCA_900624735.1 Parabacteroides_[sp900540715,timonensis]
GCA_014648655.1 Streptomyces_[atratus,sp900091725,gelaticus,sp003846175,sp900091955]
GCA_000148645.1 Ferrimonas_balearica
GCA_001553455.1 Streptomyces_hygroscopicus
GCA_014230245.1 Pseudomonas_E_aestus
GCA_900758205.1 Gemmiger_sp900540775
GCA_016899775.1 Lawsonibacter_[sp002160305,sp900545895]
GCA_000622145.1 Paracoccus_yeei
GCA_016901975.1 Bacteroides_togonis
GCA_000009145.1 Nitrosomonas_europaea
GCA_000971845.1 Corynebacterium_kroppenstedtii_A
GCA_000015545.1 Diaphorobacter_nitroreducens
GCA_000021865.1 Rhodobacter_capsulatus_B
GCA_001485165.1 Clostridium_P_ventriculi
GCA_000154425.1 Coprococcus_eutactus
GCA_905478885.1 UBA4479_sp002389385
GCA_018666775.1 SMXQ01_s__specI_v4_01957
GCA_018662225.1 g__specI_v4_01958_s__specI_v4_01958
GCA_018645405.1 NIOZ-UU36_s__specI_v4_01959
GCA_018665815.1 g__specI_v4_01960_s__specI_v4_01960
GCA_000383995.1 Micromonospora_[oceanensis,mooreana,cortesiana,fenicalii]
GCA_902502895.2 Pseudorhizobium_flavum
GCA_000015305.1 Mycobacterium_austroafricanum
GCA_002307495.1 Pseudomonas_D_gallaeciensis
GCA_017350295.1 Pseudomonas_E_[sp900187565,sp002356535,fluorescens,sp001984065,sp013359695]
GCA_001613795.1 Thalassospira_sp001613795
GCA_018380225.1 UBA1417_sp003531055
GCA_902363675.1 Agathobacter_[sp900552085,sp000434275,sp900550545]
GCA_900129155.1 Marinomonas_polaris
GCA_000013145.1 Ehrlichia_chaffeensis
GCA_002532045.1 Bradyrhizobium_erythrophlei_E
GCA_014925295.1 Pseudoalteromonas_carrageenovora
GCA_000009765.2 Streptomyces_avermitilis
GCA_000009605.1 Buchnera_aphidicola_I
GCA_017940805.1 Ruminococcus_D_sp900319075
GCA_900314925.1 UBA1711_sp900314925
GCA_018607455.1 HTCC2207_sp002378645
GCA_018555775.1 Streptomyces_goshikiensis
GCA_000009305.1 Helicobacter_acinonychis
GCA_019218745.1 Enterobacter_D_kobei_A
GCA_000394615.1 Enterococcus_A_gilvus
GCA_004382105.1 Corynebacterium_silvaticum
GCA_001873825.1 UBA1543_sp002779605
GCA_001873065.1 Polaribacter_sp001873065
GCA_002783345.1 CG2-30-50-142_sp001871795
GCA_000310065.1 Acidipropionibacterium_acidipropionici
GCA_017380635.1 UBA1757_s__specI_v4_01988
GCA_017353495.1 Arthrobacter_B_sp002929435
GCA_903819595.1 CAIKOD01_sp903819595
GCA_002250745.2 Kocuria_salsicia
GCA_000163435.1 Corynebacterium_jeikeium
GCA_015668265.1 Clostridium_cuniculi
GCA_001802845.1 XYD12-FULL-36-8_sp001803045
GCA_002902385.1 Staphylococcus_intermedius
GCA_016713525.1 g__specI_v4_01998_s__specI_v4_01998
GCA_016715425.1 g__specI_v4_01999_s__specI_v4_01999
GCA_016702955.1 g__specI_v4_02000_s__specI_v4_02000
GCA_016709315.1 UBA2330_s__specI_v4_02001
GCA_016719105.1 SCN-70-22_s__specI_v4_02002
GCA_004364855.1 Erwinia_rhapontici
GCA_018129645.1 Bradyrhizobium_s__specI_v4_02004
GCA_000472945.1 Bradyrhizobium_[japonicum,liaoningense]
GCA_902765695.1 UBA4334_sp900316975
GCA_902800705.1 UBA4372_sp900320565
GCA_902800415.1 Prevotella_sp900315455
GCA_902785675.1 RC9_sp900319685
GCA_005503465.1 Microbacterium_ginsengisoli
GCA_905192755.1 CAG-279_sp000437795
GCA_013214045.1 Vibrio_neptunius
GCA_001557835.1 Aliivibrio_sifiae
GCA_001690265.1 Gilliamella_apicola_C
GCA_000520975.1 Aquimarina_[megaterium,sp900312745]
GCA_913058225.1 OM182_sp001438145
GCA_001623565.1 Streptococcus_sp013623465
GCA_900157305.1 Mesotoga_infera_B
GCA_000411455.1 Microbacterium_laevaniformans_A
GCA_001592045.1 Thermobifida_fusca
GCA_015061105.1 Sodaliphilus_sp900318535
GCA_902794485.1 Prevotella_sp900314995
GCA_000158455.1 Helicobacter_D_winghamensis
GCA_017498075.1 Psychrobacter_sp002810365
GCA_000285295.1 Komagataeibacter_europaeus
GCA_018377805.1 CAG-115_sp003531585
GCA_016860765.1 OLB13_sp001567485
GCA_000949635.1 Brocadia_sinica
GCA_014695285.1 g__specI_v4_02029_s__specI_v4_02029
GCA_003363715.1 Parabacteroides_acidifaciens
GCA_003074055.1 Streptomyces_[nigra,sp001509795,sp008973465]
GCA_014306135.1 Paraclostridium_tenue
GCA_002503785.1 RumEn-M2_sp001421175
GCA_003287955.1 Pseudarthrobacter_[sp002929755,sp014217545,sp001428335,sp003287955,sp009911795,sulfonivorans]
GCA_000278155.1 Bartonella_doshiae
GCA_014076835.1 Colwellia_A_sp014076845
GCA_014925335.1 Pseudoalteromonas_phenolica
GCA_018819445.1 Sulfurimonas_sp013791885
GCA_000504065.2 Streptomyces_albulus_C
GCA_014190895.1 BJGV01_sp014190895
GCA_000775415.1 Dermabacter_hominis
GCA_002102345.1 Mycobacterium_peregrinum
GCA_012396425.1 Mycobacterium_septicum
GCA_013420235.1 Acinetobacter_sp002135245
GCA_003611575.1 Acinetobacter_cumulans
GCA_013346935.1 Lactobacillus_melliventris
GCA_020137735.1 Campylobacter_E_canadensis
GCA_015057705.1 Lacrimispora_[xylanolytic,xylanolytica]
GCA_013031725.1 Ruegeria_s__specI_v4_02050
GCA_013031285.1 Ruegeria_lacuscaerulensis_A
GCA_018694835.1 QNYK01_s__specI_v4_02052
GCA_012719055.1 UBA1413_sp002304925
GCA_000412715.1 Pseudomonas_E_plecoglossicida
GCA_014726755.1 Pseudomonas_E_sp001320525
GCA_001420995.1 Pseudonocardia_sp001420995
GCA_000299235.1 Leptospirillum_A_rubarum
GCA_001267315.1 Oblitimonas_alkaliphila
GCA_000969885.1 Methanosarcina_thermophila
GCA_013336625.1 Myxococcus_sp013336725
GCA_000388135.1 Amycolatopsis_[vancoresmycina,bullii,kentuckyensis,rifamycinica,sp013364075,tolypomycina]
GCA_012928605.1 Nitrosopumilus_sp013390905
GCA_009992585.1 Parasphingorhabdus_sp002783865
GCA_009836625.1 WTGL01_sp009836625
GCA_009836015.1 RKSA01_sp009844085
GCA_009840635.1 Bin61_sp009840635
GCA_000981505.1 Methylopumilus_planktonicus
GCA_000156255.1 Phaeobacter_italicus
GCA_006337085.1 Sutterella_[faecalis,seckii]
GCA_000706765.1 Bifidobacterium_indicum
GCA_017114825.1 Pseudomonas_E_sp000952175
GCA_001294525.1 Aneurinibacillus_migulanus
GCA_001316325.1 Methanobacterium_formicicum
GCA_000016065.1 Shewanella_loihica
GCA_003671795.1 Muribaculum_sp002358615
GCA_019192685.1 Pseudomonas_gingeri
GCA_000819805.1 Aeromonas_schubertii
GCA_900169265.1 Brevibacterium_sediminis
GCA_003349855.1 Curtobacterium_citreum
GCA_000766145.1 Listeria_A_newyorkensis
GCA_017795205.1 Alcanivorax_sp900107995
GCA_001467395.1 Sphingopyxis_sp001468225
GCA_000020125.1 Paraburkholderia_sp003002025
GCA_001274015.1 Cellulosimicrobium_cellulans
GCA_000739935.1 Agrobacterium_rubi
GCA_000739915.1 Paenibacillus_F_[sp000411255,chitinolyticus,sp900107975]
GCA_000734965.1 Trabulsiella_odontotermitis
GCA_001590905.1 Serratia_grimesii
GCA_000720835.1 Streptomyces_[eurythermus,rubradiris,achromogenes]
GCA_015475835.1 Streptomyces_[klenkii,rectiverticillatus,hiroshimensis,nondiastaticus,roseoverticillatus]
GCA_005937995.2 Oerskovia_[turbata,sp005937995]
GCA_000706645.1 Bartonella_rochalimae
GCA_013523165.1 Pseudomonas_E_monteilii_A
GCA_001894865.1 Rhodococcus_oryzae
GCA_016757475.1 Bacillus_vallismortis
GCA_000622225.1 Roseomonas_mucosa
GCA_000621685.1 Legionella_sainthelensi
GCA_000613905.1 Acetobacter_persici
GCA_002455435.1 Accumulibacter_sp000585075
GCA_000277625.1 Clostridium_E_jeddahense
GCA_913019975.1 Oleibacter_sp002331105
GCA_017306575.1 Mesorhizobium_terrae
GCA_000526295.1 Acidovorax_defluvii
GCA_001305055.1 Dielma_fastidiosa
GCA_003446535.1 Duodenibacillus_massiliensis
GCA_014465915.1 Eubacterium_R_sp000431535
GCA_000425165.1 Photobacterium_halotolerans
GCA_000173895.1 Neisseria_cinerea
GCA_900013535.1 Agrobacterium_sp900013535
GCA_001280455.1 Halorubrum_tropicale
GCA_000383875.1 Caldibacillus_debilis
GCA_004558825.1 SFDB01_sp004558825
GCA_014297285.1 Dysosmobacter_sp001916835
GCA_905204325.1 Sodaliphilus_sp004557565
GCA_004402205.1 Cryobacterium_sp004402235
GCA_013043065.1 SG8-38_sp004283055
GCA_001695395.1 Aliarcobacter_thereius
GCA_000327285.1 Holdemania_massiliensis
GCA_013407935.1 Muricauda_sp013407935
GCA_000314675.2 Afipia_broomeae
GCA_002484005.1 Alcaligenes_aquatilis
GCA_004000965.1 Paenibacillus_A_macerans
GCA_000014705.1 Shewanella_frigidimarina
GCA_000308635.1 Nocardia_otitidiscaviarum
GCA_001602645.1 Methanothrix_A_sp001602645
GCA_910578945.1 Paramuribaculum_intestinale
GCA_000964665.1 Rickettsia_felis
GCA_007680605.1 Paenibacillus_polysaccharolyticus
GCA_900102315.1 Celeribacter_baekdonensis
GCA_000019905.1 Exiguobacterium_sibiricum
GCA_000158635.1 Corynebacterium_matruchotii
GCA_001975025.1 Streptomyces_alfalfae
GCA_000498295.1 Vagococcus_A_lutrae
GCA_000285915.1 Brevibacterium_ravenspurgense
GCA_003116065.1 Azospirillum_[oryzae,sp003116065]
GCA_003435115.1 UBA7182_sp003480725
GCA_003481825.1 UBA9502_sp003506385
GCA_003435795.1 Blautia_stercoris
GCA_003473885.1 CAG-317_sp000433215
GCA_003461245.1 Blautia_A_sp000436615
GCA_003479405.1 Eubacterium_G_sp000432355
GCA_000236865.1 Senegalimassilia_anaerobia
GCA_000277715.1 Arachnia_propionica
GCA_000173675.1 Capnocytophaga_sputigena
GCA_000210555.1 Coprococcus_A_catus
GCA_000193495.2 Acetobacter_aceti
GCA_903869175.1 Opi-474_sp903839035
GCA_003094695.1 Chryseobacterium_mucoviscidosis
GCA_002163455.1 Megasphaera_stantonii
GCA_905200935.1 Ellagibacter_isourolithinifaciens
GCA_008711455.1 Francisella_salimarina
GCA_000222665.2 Vibrio_[europaeus,tubiashii]
GCA_003234565.1 Curtobacterium_sp003234565
GCA_002998355.1 Victivallis_sp002998355
GCA_012037005.1 Streptococcus_suis_V
GCA_007677205.1 Staphylococcus_petrasii
GCA_001575225.1 Tsukamurella_tyrosinosolvens
GCA_000224255.2 Neisseria_weaveri
GCA_001434465.1 Limosilactobacillus_oris
GCA_902498905.1 Bosea_sp902506165
GCA_018223005.1 Halomonas_venusta
GCA_000218525.2 Mesomycoplasma_ovipneumoniae_A
GCA_002749895.1 Vibrio_fujianensis
GCA_000700985.1 Komagataeibacter_rhaeticus
GCA_000204645.1 Alicycliphilus_denitrificans
GCA_000173915.1 Gemella_haemolysans
GCA_000518905.1 Paracoccus_pantotrophus
GCA_000186425.1 Lautropia_mirabilis
GCA_001436935.1 Fructilactobacillus_fructivorans
GCA_017642725.1 Parvibaculum_sp002480495
GCA_902781485.1 Olegusella_sp900314685
GCA_900129565.1 Marisediminitalea_aggregata
GCA_900093775.1 Bacillus_glycinifermentans
GCA_000981525.1 Lactococcus_A_piscium_C
GCA_001983005.1 Frankia_coriariae
GCA_000455445.1 Prevotella_timonensis
GCA_000178475.1 Lactobacillus_amylolyticus
GCA_002694685.1 Gracilimonas_sp002694685
GCA_010025275.1 TMED14_sp002381225
GCA_019711555.1 Erythrobacter_A_sp002895025
GCA_000604005.2 Lysobacter_capsici
GCA_902798095.1 Sodaliphilus_sp900316835
GCA_903856725.1 Lacunisphaera_sp903856725
GCA_903905175.1 Oscillochloris_sp903877945
GCA_903852405.1 Rhodoferax_sp903876735
GCA_903859575.1 Chlorobium_sp903836465
GCA_903835235.1 CAIMOR01_sp903835235
GCA_903909945.1 KS41_sp003584865
GCA_903848935.1 UBA10906_sp903848935
GCA_903887235.1 Aquarickettsia_sp903887235
GCA_902798555.1 UBA1711_sp902790215
GCA_002342705.1 Pseudomonas_C_sp002342705
GCA_902779635.1 CAG-791_sp900320325
GCA_000278705.1 Flavobacterium_anhuiense
GCA_000160075.2 Abiotrophia_sp001815865
GCA_002259715.1 Pseudoscardovia_suis
GCA_002257085.1 Sphingorhabdus_B_sp002282385
GCA_000808555.1 Vibrio_sinaloensis
GCA_902773845.1 Sodaliphilus_pleomorphus
GCA_016901895.1 Limosilactobacillus_sp900557215
GCA_002220305.1 Paraburkholderia_sp000745015
GCA_900466745.1 Bosea_sp900466745
GCA_900465675.1 Rhizobium_sp900465675
GCA_902767595.1 UBA1711_sp900318175
GCA_902778235.1 UBA1213_sp900317795
GCA_902762215.1 Prevotella_sp900318555
GCA_900315605.1 Ruminococcus_E_sp900315605
GCA_902765015.1 UBA1066_sp900315305
GCA_017429305.1 CAG-180_sp900315985
GCA_900314795.1 Ruminococcus_E_sp900314795
GCA_902764445.1 NK3B98_sp900314485
GCA_000819625.1 Phaeobacter_gallaeciensis
GCA_902791095.1 Bulleidia_timonensis
GCA_903813945.1 Thioglobus_A_sp900128515
GCA_000012345.1 Pelagibacter_ubique
GCA_003479145.1 Parabacteroides_faecis
GCA_000473245.1 Bacillus_AB_infantis
GCA_900110335.1 Flavobacterium_sp002210235
GCA_000299295.2 Salimicrobium_album
GCA_900100635.1 Prevotella_sp900100635
GCA_001921765.1 Psychrobacter_pacificensis
GCA_020097135.1 Macrococcus_B_s__specI_v4_02224
GCA_002153485.1 Acetobacter_thailandicus
GCA_000145615.1 Thermoanaerobacterium_thermosaccharolyticum
GCA_001435755.1 Ligilactobacillus_acidipiscis
GCA_011801245.1 Clavibacter_capsici
GCA_000425545.1 Sporosarcina_ureae
GCA_000055945.1 Lawsonia_intracellularis
GCA_000055785.1 Chromohalobacter_israelensis
GCA_002796995.1 Allorhizobium_sp002796995
GCA_000145315.2 Desulfovibrio_fairfieldensis
GCA_900545295.1 CAG-83_sp000435555
GCA_905197635.1 RC9_sp000433355
GCA_905203075.1 RC9_sp000431015
GCA_002403435.1 UBA4765_sp002365175
GCA_000313345.1 Saccharococcus_caldoxylosilyticus
GCA_000816675.1 Clostridium_J_argentinense
GCA_001807625.1 Neisseria_cerebrosa
GCA_018433505.1 MWFE01_sp002071445
GCA_019136635.1 RZYY01_sp012516825
GCA_000023565.1 Dickeya_chrysanthemi
GCA_000518165.1 Bartonella_elizabethae
GCA_000022005.1 Caulobacter_vibrioides
GCA_903858085.1 Caldilinea_sp903858085
GCA_902373575.1 Streptococcus_sp900543065
GCA_000420465.1 Desulfovibrio_desulfuricans
GCA_002013415.1 Mycobacterium_sp002013415
GCA_004366855.1 Mycobacterium_sp002013465
GCA_900543085.1 UBA5446_sp900543085
GCA_904374545.1 UBA7102_sp900760085
GCA_000017685.1 Leptospira_A_biflexa
GCA_018660265.1 GCA-2731375_s__specI_v4_02256
GCA_000016905.1 Thermosipho_melanesiensis
GCA_018676505.1 UBA1138_sp009937285
GCA_018669005.1 UBA8248_s__specI_v4_02259
GCA_018607915.1 Tateyamaria_s__specI_v4_02260
GCA_014905615.1 Pseudoalteromonas_aliena
GCA_002388045.1 Pseudomonas_D_pachastrellae
GCA_000014285.2 Granulibacter_bethesdensis
GCA_001005065.1 Bifidobacterium_scardovii
GCA_013302155.1 Blautia_sp000432195
GCA_018101075.1 Alistipes_dispar
GCA_018363655.1 UMGS1071_sp900542375
GCA_002760445.1 JA-3-3Ab_sp000013205
GCA_002858675.1 Chimaeribacter_arupi
GCA_002213165.1 Thioclava_nitratireducens
GCA_000297775.1 Sutterella_wadsworthensis_A
GCA_900543435.1 Desulfovibrio_sp900319575
GCA_900015215.1 Romboutsia_timonensis
GCA_000008565.1 Deinococcus_radiodurans
GCA_001028135.1 Xenorhabdus_griffiniae
GCA_017857415.1 UBA9926_sp003451575
GCA_003947455.1 Streptomyces_parvulus
GCA_018367335.1 Blautia_sp900541955
GCA_018524265.1 Mycobacterium_goodii_A
GCA_000258845.1 Helicobacter_pylori
GCA_001574445.1 Marinobacter_shengliensis
GCA_002114545.1 Campylobacter_A_concisus_I
GCA_005491085.2 Microbacterium_arborescens
GCA_017641005.1 Psychroserpens_s__specI_v4_02284
GCA_017642855.1 UBA9659_s__specI_v4_02285
GCA_001874005.1 CG2-30-51-40_sp001874005
GCA_902791165.1 F082_sp902791165
GCA_902775205.1 F082_sp002310075
GCA_001871195.1 UBA1543_sp001871195
GCA_900107675.1 Alistipes_timonensis
GCA_902790035.1 RC9_sp902801885
GCA_902787715.1 ISDg_sp902787715
GCA_902860045.1 Achromobacter_deleyi
GCA_001815405.1 Peptoniphilus_A_harei
GCA_000010285.1 Kocuria_rhizophila_A
GCA_016925555.1 Mycoplasmopsis_s__specI_v4_02298
GCA_001071995.1 Granulicatella_sp001058355
GCA_000420405.1 Winkia_neuii
GCA_900128455.1 Phocaeicola_sp900066455
GCA_016900395.1 Collinsella_ihuae
GCA_016782175.1 JACDAU01_s__specI_v4_02304
GCA_016781135.1 g__specI_v4_02305_s__specI_v4_02305
